ASSEMBLY_STR,PDB_COMPLEX_ID,ASSEMBLY_NAME,ASSEMBLY_TYPE,ASSEMBLIES,NUM_ASSEMBLIES,NUM_COMPONENTS,MEDIAN_WT,MAX_WT
A0A0C1MLE8_2,PDB-CPX-101064,Aminotransferase class I/classII large domain-containing protein,homomeric,"7n79_1,7rf9_1,7rf9_2,7rgb_1,7rgb_2",5,2,90.55,91.58
A0A0C2W699_2,PDB-CPX-101069,Methyltransferase small domain-containing protein,homomeric,"7wm5_1,7wm6_1,7wm6_2",3,2,58.47,60.13
"A0A0C5AWF6_60,G0YPI2_60,G0YPI2_60",PDB-CPX-101096,Capsid protein VP3 and VP3,heteromeric,"7c4t_1,7c4w_1,7c4y_1,7c4z_1",4,180,5230.5,5230.5
A0A0C5PVE3_3,PDB-CPX-101110,Tailspike,homomeric,"6f7d_1,6f7k_1,6f7k_2",3,3,177.19,177.23
"A0A0C5XKJ0_1,A0A0C5XL88_1",PDB-CPX-101114,Prs ADP-ribosylating antitoxin and Prs ADP-ribosylating toxin,heteromeric,"6d0h_1,6d0h_2,6d0i_1,6d0i_2",4,2,25.09,25.24
A0A0C6DRW4_4,PDB-CPX-101115,Dibenzothiophene monooxygenase,homomeric,"3x0x_1,3x0x_2,3x0y_1,3x0y_2",4,4,181.11,181.56
"A0A0C9S461_1,P80098_1",PDB-CPX-101121,Evasin P1243 and C-C motif chemokine 7,heteromeric,"7scu_1,8fj3_1,8fk6_1,8fk8_1",4,2,20.17,20.3
"A0A0C9S461_1,Q92583_1",PDB-CPX-101122,Evasin P1243 and C-C motif chemokine 17,heteromeric,"7scv_1,8fj2_1,8fj2_2,8skk_1",4,2,19.4,19.42
A0A0D1E4Q7_2,PDB-CPX-101131,Cerato-platatanin-like protein 1,homomeric,"8a14_1,8a14_2,8a14_3",3,2,73.58,73.58
A0A0D1IHL7_2,PDB-CPX-101134,HTH lysR-type domain-containing protein,homomeric,"5z7h_1,5z7h_2,5z7h_3,5zzo_1,5zzo_2,5zzo_3",6,2,56.8,66.97
A0A0D1XFW6_2,PDB-CPX-101142,Branched-chain amino acid aminotransferase,homomeric,"6snl_1,6snl_2,6snl_3",3,2,77.89,78.15
A0A0D2ILK1_2,PDB-CPX-101145,AB hydrolase-1 domain-containing protein,homomeric,"5xo6_1,5xo6_2,5xo6_3,5xo6_4,5xo7_1,5xo7_2,5xo7_3,5xo7_4,5xo8_1,5xo8_2,5xo8_3,5xo8_4,5z5j_1,5z5j_2,5z5j_3,5z5j_4,5z7j_1,5z7j_2,5z7j_3,5z7j_4,5z97_1,5z97_2",22,2,59.08,59.58
A0A0D4WTP2_2,PDB-CPX-101159,MfnG,homomeric,"7ux6_1,7ux7_1,7ux8_1",3,2,84.89,85.25
A0A0D5YC82_2,PDB-CPX-101163,Thiamine-monophosphate kinase,homomeric,"5cm7_1,5dd7_1,6mfm_1",3,2,70.84,72.21
A0A0D6GJV1_2,PDB-CPX-101183,Oleate hydratase,homomeric,"7kav_1,7kav_2,7kaw_1,7kaw_2,7kax_1,7kax_2,7kay_1,7kay_2,7kaz_1,7kaz_2,8ur3_1,8ur6_1",12,2,140.59,142.14
A0A0D6H805_2,PDB-CPX-101185,Arylsulfate sulfotransferase AssT,homomeric,"4p04_1,4p05_1,4p06_1,4p07_1",4,2,128.3,128.48
A0A0D6H805_4,PDB-CPX-101186,Arylsulfate sulfotransferase AssT,homomeric,"4p05_2,4p06_2,4p07_2",3,4,256.82,256.96
A0A0D6I3Y9_6,PDB-CPX-101191,Serine acetyltransferase,homomeric,"7e3y_1,8i04_1,8i06_1,8i09_1,8i09_2,8i09_3",6,6,183.92,186.97
A0A0D6IF67_4,PDB-CPX-101192,YfdX protein,homomeric,"6a02_1,6a07_1,6a09_1,6a09_2,6a09_3,6a09_4",6,4,82.59,83.25
A0A0D9Z3K8_2,PDB-CPX-101205,AB hydrolase-1 domain-containing protein,homomeric,"6brt_1,6brt_2,6brt_3,6brt_4",4,2,62.57,62.69
A0A0E2IV13_6,PDB-CPX-101219,Bacterial microcompartment shell protein CutR,homomeric,"6xpi_1,6xpj_1,6xpk_1,6xpl_1",4,6,79.58,80.05
A0A0E3K9N8_2,PDB-CPX-101234,SpoVT-AbrB domain-containing protein,homomeric,"5itj_1,5itm_2,5itm_3,5itm_4",4,2,11.04,13.28
"A0A0E3LP72_12,A0A0E3QWH3_12,A0A0E3QYL7_12",PDB-CPX-101237,Coenzyme F420 hydrogenase,heteromeric,"6qgr_1,6qgt_1,6qii_1",3,36,1353.26,1384.11
"A0A0E3SXU7_60,D4QGA8_60,E9RGA0_60,I6W7A3_60",PDB-CPX-101241,nan,heteromeric,"6uh1_1,6uh6_1,6uh7_1",3,240,5694.12,5694.12
"A0A0E3W010_6,A0A0E4G455_6",PDB-CPX-101250,Phycoerythrin Alpha subunit and Phycoerythrin Beta subunit,heteromeric,"5aqd_1,5aqd_2,5fvb_1,5fvb_2,5nb3_1,5nb3_2,5nb4_1,5nb4_2",8,12,241.51,242.32
A0A0E3X5I8_2,PDB-CPX-101251,Capsid protein VP1,homomeric,"5zus_1,5zv5_1,5zv7_1",3,2,69.96,70.04
A0A0E4B1P1_2,PDB-CPX-101254,Capsid protein VP1,homomeric,"5f4o_1,5lkc_1,5lkg_1,5lkk_1",4,2,69.86,70.13
"A0A0E4B213_1,P00698_1",PDB-CPX-101256,IG-light kappa chain and Lysozyme C,heteromeric,"6p4a_1,6p4b_1,6p4b_2",3,2,62.27,62.45
A0A0E9MUN5_2,PDB-CPX-101261,Putative glycosidase,homomeric,"8j50_1,8j51_1,8j52_1",3,2,123.37,123.52
A0A0F0G8G2_12,PDB-CPX-101264,Glutamine synthetase,homomeric,"7tdp_1,7tfa_1,7tfd_1",3,12,630.71,646.99
A0A0F4VK59_2,PDB-CPX-101268,4-hydroxy-tetrahydrodipicolinate synthase,homomeric,"7loy_1,7loy_2,7loy_3,7mjf_1,7mjf_2,7mjf_3",6,2,64.16,64.53
A0A0F4VK59_4,PDB-CPX-101269,4-hydroxy-tetrahydrodipicolinate synthase,homomeric,"7lvl_1,7lvl_2,8gek_1,8gek_2",4,4,129.83,131.44
A0A0F5HPP7_240,PDB-CPX-101274,Type 1 encapsulin shell protein,homomeric,"6nj8_1,7mh2_1,8rvj_1",3,240,8469.76,8851.56
A0A0F6AQU1_2,PDB-CPX-101277,Tryptophan synthase beta chain-like PALP domain-containing protein,homomeric,"5jis_1,5jis_2,5jjc_1,5jjc_2",4,2,74.89,76.11
A0A0F6AR69_6,PDB-CPX-101278,Serine acetyltransferase,homomeric,"4hzc_1,4hzc_2,4hzd_1",3,6,186.8,192.76
A0A0F6AY66_2,PDB-CPX-101282,HTH tetR-type domain-containing protein,homomeric,"3vvx_1,3vvy_1,3vvy_2,3vvz_1,3vvz_2,3vw0_1,3vw0_2,3vw1_1,3vw1_2,3vw2_1,3vw2_2,6ie8_1,6ie9_1,7n4w_1,9low_1,9low_2",16,2,44.99,47.74
"A0A0F6B8D8_2,A0A0F6B8D9_2",PDB-CPX-101297,Antitoxin TacA1 and tRNA-acetylating toxin 1,heteromeric,"7ak8_1,7ak8_2,7ak8_3",3,4,46.75,46.84
A0A0F6P2I5_2,PDB-CPX-101310,Beta-lactamase,homomeric,"5fdh_1,9h16_1,9h17_1,9h18_1",4,2,57.51,59.78
"A0A0F6T703_60,A0A0F6T703_60,A8BJF8_60",PDB-CPX-101313,VP2 and VP3,heteromeric,"7c9t_1,7c9u_1,7cmk_1",3,180,5740.64,8550.01
"A0A0F6T703_60,A0A0F6T703_60,A8BJF8_60,Q8QWB2_60",PDB-CPX-101316,nan,heteromeric,"7c80_1,7c81_1,7c9s_1",3,240,8527.81,8573.82
"A0A0F7J3Q3_1,Q7CR57_2",PDB-CPX-101320,RHS repeat protein and Cytoplasmic protein,heteromeric,"6xrr_1,6xrr_2,6xrr_3,6xrr_4",4,3,40.47,40.81
"A0A0F7LMQ4_2,A0A0F7LPV6_2,A0A0F7LRY2_2,P0A6A8_2",PDB-CPX-101330,nan,heteromeric,"7nyy_1,9gm7_1,9gm8_1",3,8,514.75,514.75
"A0A0F7R1P3_1,A0A0F7R5U8_1,P31645_1",PDB-CPX-101337,nan,heteromeric,"6awn_1,6awo_1,6awp_1,6awq_1",4,3,111.5,112.0
"A0A0F7R5U8_1,Q99LC4_1",PDB-CPX-101340,IG-light kappa chain and IG-heavy chain,heteromeric,"6c5h_1,6c5i_1,6c5j_1,6c5k_1,6c5k_2",5,2,49.41,49.84
A0A0F7R6D6_2,PDB-CPX-101341,Alpha-galactosidase,homomeric,"4xpo_1,4xpp_1,4xpq_1,4xpr_1,4xps_1",5,2,163.63,164.74
A0A0F7R6G7_2,PDB-CPX-101342,Putative ATP-dependent b-aminoacyl-ACP synthetase,homomeric,"7dq5_1,7dq6_1,8yyq_1,8yyr_1",4,2,120.45,120.61
A0A0F8R9A0_2,PDB-CPX-101356,Undecaprenyl diphosphate synthase family protein,homomeric,"7caq_1,7car_1,7cas_1,7cav_1,7cav_2,7cav_3,7cav_4,7cc3_1,7cc3_2,7cc3_3,7cc3_4",11,2,52.6,53.46
A0A0G1XU35_3,PDB-CPX-101364,hypothetical protein UY81_C0065G0003 residues 18-54 from Candidatus Giovannonibacteria bacterium fused to GCN4 adaptors,homomeric,"7o92_1,7o97_1,7o97_2",3,3,30.46,33.31
"A0A0G2JZJ1_1,A6HIT6_1,B0BN93_1,D3ZHW9_1,D4AEH3_1,F1LMQ3_1,F1LMZ8_1,G3V6W6_1,O88761_1,P17220_1,P18420_1,P18421_1,P18422_1,P21670_1,P28073_1,P28075_1,P34064_1,P34067_1,P40112_1,P40307_1,P48004_1,P60901_1,P62193_1,P62198_1,Q4FZT9_1,Q5XIC6_1,Q63347_1,Q63569_1,Q63570_1,Q6PCT9_1,Q9ESH1_1,Q9JHW0_1",PDB-CPX-101374,Proteasome complex,heteromeric,"6epc_1,6epd_1,6epe_1,6epf_1",4,32,1284.0,1284.0
A0A0G2KTI4_2,PDB-CPX-101382,Solute carrier family 12 member 2,homomeric,"6nph_1,6npj_1,6npk_1,6npl_1",4,2,104.01,206.83
A0A0G4DBU7_2,PDB-CPX-101400,L-methionine decarboxylase,homomeric,"7cif_1,7cig_1,7cii_1,7cij_1,7cim_1",5,2,123.66,123.78
A0A0G4DCU0_2,PDB-CPX-101401,Amine oxidase domain-containing protein,homomeric,"7c3h_1,7c3i_1,7c3j_1,7c3l_1,7d4c_1,7d4d_1,7d4e_1",7,2,124.5,141.32
A0A0H2UL03_2,PDB-CPX-101428,Thiol:disulfide interchange protein,homomeric,"4wet_1,4wey_1,4wf4_1,4wf5_1",4,2,42.83,43.14
A0A0H2UL04_2,PDB-CPX-101429,Ribokinase,homomeric,"4x8f_1,4x8f_2,4x8f_3,4x8f_4,4x8f_5,4x8f_6,4x8f_7,4x8f_8,4xck_1,4xck_2,4xda_1,4xda_2",12,2,64.78,66.52
A0A0H2UN95_2,PDB-CPX-101442,Aminopeptidase PepS,homomeric,"4icq_1,4icr_1,4ics_1",3,2,91.39,91.41
A0A0H2UPA7_2,PDB-CPX-101470,Transcriptional coactivator p15 (PC4) C-terminal domain-containing protein,homomeric,"2l3a_1,3obh_1,4g06_1",3,2,19.46,20.12
A0A0H2UPS5_2,PDB-CPX-101478,Aspartate-semialdehyde dehydrogenase,homomeric,"2gyy_1,2gyy_2,2gz1_1,2gz2_1,2gz3_2,2gz3_3",6,2,81.28,81.83
"A0A0H2UQ08_2,A0A0H2UQ20_2",PDB-CPX-101485,Phage-related protein and HTH cro/C1-type domain-containing protein,heteromeric,"6af3_1,6af3_2,6af4_1,6af4_2",4,4,55.57,56.03
A0A0H2UQ68_2,PDB-CPX-101489,Transcriptional regulatory protein WalR,homomeric,"1nxo_1,1nxp_1,1nxt_1,1nxv_1,1nxw_1,1nxx_1,2a9r_1",7,2,27.36,27.71
A0A0H2UQA6_2,PDB-CPX-101494,DNA processing protein DprA,homomeric,"3uqz_1,3uqz_2,3uqz_3",3,2,64.65,64.65
A0A0H2UR04_2,PDB-CPX-101501,"Oxidoreductase, Gfo/Idh/MocA family",homomeric,"2ho5_1,4iq0_1,4iq0_2,4nhe_1,4nhe_2",5,2,74.23,75.93
A0A0H2UR34_4,PDB-CPX-101502,Isochorismatase-like domain-containing protein,homomeric,"3o90_1,3o91_1,3o92_1,3o93_1,3o94_1",5,4,95.26,95.38
A0A0H2URD6_2,PDB-CPX-101513,Fructooligosaccharide ABC transporter substrate-binding protein FusA,homomeric,"5g5z_1,5g5z_2,5g5z_3",3,2,113.72,113.72
A0A0H2URF8_2,PDB-CPX-101515,bis(5'-nucleosyl)-tetraphosphatase (symmetrical),homomeric,"8jja_1,8jjk_1,8jk5_1,8jk8_1,8jk9_1,8jka_1,8jkp_1,8jkr_1,8yt5_1",9,2,51.58,52.05
A0A0H2URJ6_2,PDB-CPX-101519,Glycosyltransferase GlyE,homomeric,"5gvv_1,5gvw_1,5gvw_2",3,2,95.07,97.0
A0A0H2URM1_2,PDB-CPX-101525,Capsular polysaccharide biosynthesis protein,homomeric,"6ewj_1,6ewj_2,6ewq_1,6ewq_2,6ewr_1,6ewr_2",6,2,96.17,96.17
A0A0H2URQ6_4,PDB-CPX-101529,Alpha-galactosidase,homomeric,"6phu_1,6phv_1,6phw_1,6phx_1,6phy_1,6pi0_1",6,4,340.14,341.37
A0A0H2URR1_2,PDB-CPX-101530,N-acetyltransferase domain-containing protein,homomeric,"2i79_1,2i79_2,2i79_3",3,2,40.38,40.38
A0A0H2US73_2,PDB-CPX-101545,Glycosyl hydrolase-related protein,homomeric,"5a69_1,5a6a_1,5a6b_1,5a6j_1,5a6j_2,5a6j_3,5a6k_1,5ac4_1,5ac5_1",9,2,148.84,149.11
A0A0H2V6Y9_2,PDB-CPX-101594,Ketoreductase domain-containing protein,homomeric,"3f5q_1,3f5q_2,3gz4_1",3,2,58.37,59.87
"A0A0H2V7J1_1,P16009_3",PDB-CPX-101599,Pre-baseplate central spike protein Gp5 and Type VI secretion system PAAR protein,heteromeric,"4jiw_1,4jiw_2,4jiw_3,4jiw_4",4,4,39.45,39.47
A0A0H2V8D3_2,PDB-CPX-101603,Beta-lactamase,homomeric,"4e6w_1,4e6w_2,7mde_1,7mdf_1",4,2,93.39,116.12
"A0A0H2VA42_1,A0A0H2VAD3_1",PDB-CPX-101605,Tli3-like domain-containing protein and T6SS Tle3 phospholipase effector alpha/beta domain-containing protein,heteromeric,"8boz_1,8boz_2,8boz_3,8boz_4,8boz_5,8boz_6,8boz_7,8boz_8",8,2,104.69,104.69
A0A0H2VDI2_2,PDB-CPX-101621,Transport activator,homomeric,"3n70_2,3n70_5,3n70_6",3,2,33.46,33.46
A0A0H2VJZ8_2,PDB-CPX-101637,HTH marR-type domain-containing protein,homomeric,"4kdp_1,4kdp_2,4kdp_3,4kdp_4",4,2,37.63,40.46
A0A0H2VTI6_2,PDB-CPX-101640,Iron(III) enterobactin esterase,homomeric,"3c87_3,3c8d_5,3c8d_6,3c8h_5,3c8h_6",5,2,92.64,92.76
A0A0H2VY20_2,PDB-CPX-101643,SAF domain-containing protein,homomeric,"3k3s_1,3k3s_2,3k3s_3,3k3s_4",4,2,23.25,23.3
A0A0H2WVW5_2,PDB-CPX-101664,PASTA domain-containing protein,homomeric,"5tro_1,5tt1_1,5tt1_2",3,2,54.07,129.73
A0A0H2WWS2_4,PDB-CPX-101670,Pyridine nucleotide-disulfide oxidoreductase,homomeric,"7a7b_1,7a7b_2,7a7b_3,7apr_1,7apr_2,7apr_3",6,4,151.79,151.81
A0A0H2WWV6_3,PDB-CPX-101672,Poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase,homomeric,"4x6l_1,4x6l_2,4x6l_3,4x6l_4,4x7p_1,4x7p_2",6,3,173.3,174.4
A0A0H2X0S3_2,PDB-CPX-101697,Betaine-aldehyde dehydrogenase,homomeric,"4mpb_1,4mpb_2,4nea_2,4nea_3,4nu9_2,4nu9_3,4q92_2,4q92_3",8,2,115.06,116.53
A0A0H2X0S3_4,PDB-CPX-101698,Betaine-aldehyde dehydrogenase,homomeric,"4mpb_3,4mpy_1,4mpy_2,4nea_1,4nu9_1,4q92_1,4qn2_1,4qn2_2",8,4,231.34,233.06
A0A0H2X5R2_2,PDB-CPX-101700,Nicotinamide phosphoribosyltransferase,homomeric,"7yqo_1,7yqp_1,7yqq_1,7yqr_1,8igz_1",5,2,106.68,106.89
A0A0H2XCS3_2,PDB-CPX-101707,Bacteriophytochrome,homomeric,"5akp_1,5uyr_1,6ndo_1,6ndp_1,6pl0_1",5,2,143.73,144.01
A0A0H2XGN0_2,PDB-CPX-101710,Glycosyl transferase family 1 domain-containing protein,homomeric,"7ec1_1,7ec7_1,7ec7_2,7vfk_1,7vfl_1,7vfo_1",6,2,120.72,123.1
A0A0H2XIJ1_2,PDB-CPX-101718,Enoyl-[acyl-carrier-protein] reductase [NADPH],homomeric,"4nz9_1,4nz9_2,4nz9_3",3,2,63.27,63.27
A0A0H2Y045_2,PDB-CPX-101725,Calcium-mediated lectin domain-containing protein,homomeric,"4aoc_1,4aoc_2,4aoc_3",3,2,28.85,29.23
A0A0H2YRZ7_4,PDB-CPX-101737,Inosine-5'-monophosphate dehydrogenase,homomeric,"4q32_1,4q33_1,4q33_2,5uzc_1,5uze_1,5uzs_1",6,4,157.34,158.59
A0A0H2Z7A6_2,PDB-CPX-101763,HTH lysR-type domain-containing protein,homomeric,"4jvc_1,4jvd_1,4jvi_1,6tpr_1,6z07_1,6z5k_1",6,2,51.74,54.42
A0A0H2Z9F5_2,PDB-CPX-101768,Dihydrolipoyl dehydrogenase,homomeric,"5u8v_1,5u8v_2,5u8w_1,5u8w_2",4,2,105.01,105.2
A0A0H2ZBG1_2,PDB-CPX-101770,PvdP,homomeric,"6eys_1,6eys_2,6eyv_1",3,2,123.55,124.18
A0A0H2ZBS8_2,PDB-CPX-101771,HTH tetR-type domain-containing protein,homomeric,"7y0y_1,7y0z_1,8hjb_1,8i2k_1",4,2,50.51,50.95
A0A0H2ZD27_2,PDB-CPX-101772,AB hydrolase-1 domain-containing protein,homomeric,"3kd2_1,3kd2_2,3kda_1,3kda_2,3pi6_1,3pi6_2,4dln_1,4dln_2,4dm7_1,4dm7_2,4dmc_1,4dmc_2,4dmf_1,4dmf_2,4dmh_1,4dmh_2,4dmk_1,4dmk_2,4dnf_1,4dnf_2,4dno_1,4dno_2,4ehb_1,4ehb_2,4eus_1,4eus_2,5hk9_1,5hk9_2,5hka_1,5hka_2,5hkb_1,5hkb_2,5jyc_1,5jyc_2,5tnd_1,5tnd_2,5tne_1,5tne_2,5tnf_1,5tnf_2,5tng_1,5tng_2,5tnh_1,5tnh_2,5tni_1,5tni_2,5tnj_1,5tnj_2,5tnk_1,5tnk_2,5tnl_1,5tnl_2,5tnm_1,5tnm_2,5tnn_1,5tnn_2,5tnp_1,5tnp_2,5tnq_1,5tnq_2,5tnr_1,5tnr_2,5tns_1,5tns_2,8ee2_1,8ee2_2,8ee2_3,8eln_1,8eln_2,8eln_3,8gjr_1",71,2,68.64,95.66
A0A0H2ZE85_4,PDB-CPX-101776,Calcium-mediated lectin domain-containing protein,homomeric,"5a6q_1,5a6x_1,5a6y_1,5a6z_1,5a70_1,5may_1,5maz_1,5mb1_1",8,4,48.48,50.1
A0A0H2ZIZ8_2,PDB-CPX-101782,Carbon storage regulator,homomeric,"4k59_1,4kji_1,4krw_1",3,2,18.08,27.92
"A0A0H2ZNF3_2,A0A0H2ZPI2_2",PDB-CPX-101798,Manganese import system permease protein ScaB and ABC transporter domain-containing protein,heteromeric,"7kyo_1,7kyp_1,7kyp_2,7kyp_3,7kyp_4",5,4,116.66,212.14
A0A0H2ZNM1_2,PDB-CPX-101801,Carboxymuconolactone decarboxylase-like domain-containing protein,homomeric,"6e8l_1,6e8l_2,6e8l_3",3,2,39.74,39.74
A0A0H2ZPI8_2,PDB-CPX-101808,Transport/processing ATP-binding protein ComA,homomeric,"8hf6_1,8hf7_1,8k4b_1",3,2,162.01,163.12
A0A0H2ZY59_2,PDB-CPX-101831,Ketoreductase domain-containing protein,homomeric,"3qlj_1,3qlj_2,3qlj_3",3,2,66.05,66.14
A0A0H3A0Q9_4,PDB-CPX-101835,Glucose-6-phosphate 1-dehydrogenase,homomeric,"4lgv_1,4lgv_2,4lgv_3",3,4,222.0,222.0
A0A0H3AER7_2,PDB-CPX-101841,Carbohydrate kinase PfkB domain-containing protein,homomeric,"5ey7_1,5eyn_1,5f0z_1,5f11_1,5ygg_1",5,2,71.33,71.5
A0A0H3AFW5_2,PDB-CPX-101846,DJ-1/PfpI domain-containing protein,homomeric,"4i2n_1,4i2n_2,4i2n_3,4i46_1,4i46_2,4i46_3,4i4n_1,4i4n_2,4i4n_3,5k4a_7,5k4a_8,5k4a_9",12,2,62.94,63.12
A0A0H3AHP1_7,PDB-CPX-101850,Flagellar regulatory protein C,homomeric,"4qhs_1,4qht_1,6lua_1",3,7,211.32,213.41
A0A0H3AIG7_2,PDB-CPX-101853,Actin cross-linking toxin VgrG1,homomeric,"4dtd_2,4dth_2,4e1f_2",3,2,89.78,89.83
A0A0H3AJ04_2,PDB-CPX-101857,EAL domain-containing protein,homomeric,"6ifq_1,6ih1_1,6ih1_2,6ih7_1,6ij2_1,6ij2_2,6k6t_1,6k6t_2",8,2,59.63,59.73
A0A0H3AQB6_2,PDB-CPX-101871,N-acetyltransferase domain-containing protein,homomeric,"5dwm_1,5dwm_2,5dwn_1,5dwn_2",4,2,42.25,42.87
A0A0H3AWV3_2,PDB-CPX-101877,Beta sliding clamp,homomeric,"6dlk_1,6ptv_1,6ptv_2",3,2,88.04,88.04
A0A0H3B2F9_2,PDB-CPX-101883,Thiol peroxidase,homomeric,"2xpd_1,2xpd_2,2xpd_3,2xpe_1,3zrd_1,3zre_1",6,2,42.83,42.98
A0A0H3B558_2,PDB-CPX-101884,HTH lysR-type domain-containing protein,homomeric,"7w06_1,7w07_1,7w08_1,7w08_2,7w08_3,7w08_4",6,2,64.52,65.83
A0A0H3BVM1_6,PDB-CPX-101886,Probable nicotinate-nucleotide pyrophosphorylase [carboxylating],homomeric,"5hul_1,5hul_2,5huo_1,5huo_2",4,6,208.85,209.51
A0A0H3C5Q6_2,PDB-CPX-101898,DeoR-family transcriptional regulator,homomeric,"8tp8_1,8tp8_2,8tpk_1",3,2,90.98,91.17
"A0A0H3CD98_8,P42592_4",PDB-CPX-101923,Intermediate filament-like cell shape determinant creS and Glucosidase YgjK,heteromeric,"8afm_1,8ahl_1,8aia_1",3,12,806.51,808.58
A0A0H3CDS2_6,PDB-CPX-101926,Bacterial type II secretion system protein E domain-containing protein,homomeric,"8rjf_1,8rkd_1,8rkl_1",3,6,282.51,283.13
"A0A0H3CIX8_2,Q93IS4_2",PDB-CPX-101933,Cytoplasmic protein and Putative uncharacterized protein,heteromeric,"4jur_1,4jur_2,4jur_3,4jur_4",4,4,62.66,62.66
"A0A0H3CKN4_1,A0A0M7ENE2_1",PDB-CPX-101936,DUF8093 domain-containing protein and ANK_REP_REGION domain-containing protein,heteromeric,"7ubz_1,7ubz_2,9cys_1",3,2,59.96,59.98
A0A0H3CM13_2,PDB-CPX-101937,CinA C-terminal domain-containing protein,homomeric,"5vu3_1,5vu3_2,5vu3_3,5vu3_4",4,2,35.68,35.84
A0A0H3FJT8_4,PDB-CPX-101944,N-acetylneuraminate lyase,homomeric,"8u8w_1,8u90_1,8u91_1,8u91_2,8u92_1,8u92_2,8u93_1,8ur1_1",8,4,137.47,140.04
A0A0H3FL22_2,PDB-CPX-101946,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,homomeric,"8sng_1,8snj_1,8snj_2,8snj_3,8su6_1",5,2,86.02,86.11
A0A0H3FMF8_4,PDB-CPX-101950,cysteine-S-conjugate beta-lyase,homomeric,"8sa7_1,8sa8_1,8sa9_1,8saa_1,8sab_1,8sac_1,8sad_1,8sae_1,8u98_1",9,4,179.44,181.38
A0A0H3FPU4_2,PDB-CPX-101951,Betaine aldehyde dehydrogenase,homomeric,"8u9b_1,8u9b_2,8u9b_3,8u9b_4",4,2,109.49,109.98
A0A0H3FPU4_4,PDB-CPX-101952,Betaine aldehyde dehydrogenase,homomeric,"8uzi_1,8uzk_1,8uzm_1,8uzn_1,8uzo_1,8vj3_1,8vqw_1,8vqz_1,8vr0_1,8vr1_1",10,4,218.19,220.13
A0A0H3FX83_2,PDB-CPX-101954,Riboflavin biosynthesis protein RibD,homomeric,"8dq9_1,8dqb_1,8dqc_1",3,2,82.81,83.19
A0A0H3GFS8_2,PDB-CPX-101970,Glycosyltransferase,homomeric,"9gzj_1,9gzk_1,9gzk_2,9gzk_3",4,2,146.06,146.28
A0A0H3GK94_2,PDB-CPX-101977,Alkaline phosphatase,homomeric,"7tm9_1,7tm9_2,7tm9_3,7tm9_4",4,2,98.06,98.06
A0A0H3GNE4_2,PDB-CPX-101984,Orotidine 5'-phosphate decarboxylase,homomeric,"8cso_1,8cso_2,8cso_3,8cso_4,8cso_5",5,2,51.8,52.12
A0A0H3GVQ7_2,PDB-CPX-101998,ADP-ribose pyrophosphatase,homomeric,"9b1z_1,9b20_1,9b21_1,9b22_1",4,2,50.51,51.09
A0A0H3HP34_4,PDB-CPX-102010,Enoyl-[acyl-carrier-protein] reductase [NADH],homomeric,"4bku_1,5i7e_1,5i7f_1,5i7f_2,5i7f_3,5i7s_1,5i7v_1,5i7v_2,5i8w_1,5i8z_1,5i9l_1,5i9m_1,5i9m_2,5i9n_1,5ifl_1,5ifl_2,5ifl_3,5ifl_4",18,4,121.08,121.64
A0A0H3JGH6_2,PDB-CPX-102016,L-aspartate/glutamate-specific racemase,homomeric,"5hqt_1,5hra_1,5hrc_1",3,2,52.43,52.49
A0A0H3JH39_2,PDB-CPX-102017,DNA gyrase subunit A,homomeric,"4ckk_1,4ckk_2,4ckl_1,4ckl_2",4,2,110.8,112.66
"A0A0H3JN63_1,A0A0H3JUU7_1",PDB-CPX-102024,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing),heteromeric,"6gs2_1,6gs2_2,6h5e_1,6h5e_2",4,2,78.28,79.32
A0A0H3JNB0_3,PDB-CPX-102025,Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP,homomeric,"6h1j_1,6h21_1,6h2n_1,6h4f_1,6h4f_2,6h4f_3,6h4f_4,6h4m_1,6h4m_2,6h4m_3,6h4m_4,6hnq_1,6hnq_2,6hnq_3,6hnq_4",15,3,121.94,123.76
A0A0H3JP37_2,PDB-CPX-102026,Capsular polysaccharide synthesis enzyme Cap5F,homomeric,"2zkl_1,3st7_1,3vhr_1,4yrd_1",4,2,85.25,85.67
A0A0H3JPF2_2,PDB-CPX-102030,Orn/DAP/Arg decarboxylase 2 N-terminal domain-containing protein,homomeric,"6knh_1,6knh_2,6kni_1,6kni_2,6knk_1,6knk_2",6,2,93.76,93.9
A0A0H3JPH0_6,PDB-CPX-102031,UDP-glucose 4-epimerase,homomeric,"3vvb_1,3vvc_1,3w1v_1,4g5h_1",4,6,253.83,261.38
A0A0H3JQV2_2,PDB-CPX-102039,Cytosolic protein,homomeric,"6iy0_1,6iy0_2,6iy0_3,6iy0_4,6iy0_5",5,2,22.92,22.97
A0A0H3JRU9_4,PDB-CPX-102050,Pyruvate carboxylase,homomeric,"3bg5_1,3hb9_1,3hbl_1,3ho8_1,4hnt_1,4hnu_1,4hnv_1",7,4,525.55,527.17
A0A0H3JRX7_7,PDB-CPX-102051,Alpha-hemolysin,homomeric,"3anz_1,3anz_2,3anz_3,3anz_4",4,7,243.75,243.75
